,t+1 actual,t+1 predicted,t+2 actual,t+2 predicted,t+3 actual,t+3 predicted,t+4 actual,t+4 predicted,t+5 actual,t+5 predicted,t+6 actual,t+6 predicted,t+7 actual,t+7 predicted,t+8 actual,t+8 predicted,t+9 actual,t+9 predicted,t+10 actual,t+10 predicted,t+11 actual,t+11 predicted,t+12 actual,t+12 predicted,t+13 actual,t+13 predicted,t+14 actual,t+14 predicted
0,0.5891,0.5785073672130704,0.5666,0.574248815112561,0.527,0.570487186935544,0.4383,0.5676426458347589,0.2562,0.5642948685389012,0.3292,0.5612735442526638,0.3116,0.5580466437794268,0.2924,0.5537781749561429,0.2865,0.551055196364224,0.2494,0.5476988120179623,0.2164,0.5436076451268047,0.2144,0.5404340838257223,0.2237,0.5363308372151107,0.2386,0.5325296024501324
1,0.5666,0.5841395114719867,0.527,0.5801509521141648,0.4383,0.5765873829539865,0.2562,0.5739701243754476,0.3292,0.570918011496216,0.3116,0.5681347658563405,0.2924,0.5650584758430719,0.2865,0.5609845491297543,0.2494,0.5585676883518695,0.2164,0.5553931952625513,0.2144,0.5515294603709131,0.2237,0.5484271117191761,0.2386,0.5445841076023876,0.2211,0.5410346139859408
2,0.527,0.5620195232130587,0.4383,0.558440295959264,0.2562,0.5552114790569991,0.3292,0.5529459407351911,0.3116,0.5503014542426914,0.2924,0.5478721707858145,0.2865,0.5450756232984364,0.2494,0.5413715455014259,0.2164,0.5393839739061892,0.2144,0.536517822862044,0.2237,0.532996251693368,0.2386,0.530118442818895,0.2211,0.526645155370608,0.2253,0.5234698357325047
3,0.4383,0.5242176249139011,0.2562,0.5224116720473394,0.3292,0.5208022836577147,0.3116,0.5200944385705516,0.2924,0.5190271541923285,0.2865,0.5181167662939988,0.2494,0.516845848933328,0.2164,0.5151725800805725,0.2144,0.5148742692817468,0.2237,0.5135221783111338,0.2386,0.511435234364355,0.2211,0.51019729467039,0.2253,0.5082120616261382,0.2356,0.506619904916035
4,0.2562,0.4357567322060466,0.3292,0.4341964629331604,0.3116,0.43280235650874677,0.2924,0.43230157318450513,0.2865,0.43146681135678666,0.2494,0.43076539297746497,0.2164,0.4296794878521003,0.2144,0.4282444209295325,0.2237,0.42818956066386893,0.2386,0.42703476386143013,0.2211,0.42515103973912194,0.2253,0.42408138165248677,0.2356,0.42231818266211196,0.2271,0.4209524205745955
5,0.3292,0.25500279216449706,0.3116,0.25473132234420626,0.2924,0.25456178333498536,0.2865,0.2551904414396733,0.2494,0.2554886376858223,0.2164,0.2558937671967316,0.2144,0.25598642261703497,0.2237,0.25609170290064065,0.2386,0.2572288545163348,0.2211,0.2572194033056905,0.2253,0.256370574781805,0.2356,0.256615528567828,0.2271,0.2559395357604546,0.2511,0.2557350849749229
6,0.3116,0.3284326264036819,0.2924,0.3285501007556915,0.2865,0.32878526938280556,0.2494,0.32975475476256105,0.2164,0.33040140945364255,0.2144,0.33114668922631535,0.2237,0.33163667607719544,0.2386,0.33223174114378634,0.2211,0.3337072758948663,0.2253,0.33407271974270697,0.2356,0.33353263757440726,0.2271,0.33424037689825054,0.2511,0.3339087280108826,0.3332,0.33406281972553115
7,0.2924,0.3107128924884833,0.2865,0.31066973395627573,0.2494,0.31081189535598386,0.2164,0.31164556677959043,0.2144,0.3121331798638508,0.2237,0.31274590740486163,0.2386,0.3131807352210686,0.2211,0.3136758036589541,0.2253,0.31495466846081543,0.2356,0.3152349208567117,0.2271,0.3145520793359552,0.2511,0.31526789817417156,0.3332,0.3148037322416727,0.3136,0.3148124886110978
8,0.2865,0.2912720618421212,0.2494,0.29094967941064387,0.2164,0.29088742533504264,0.2144,0.2914815409182687,0.2237,0.2917005592186819,0.2386,0.29208055329372873,0.2211,0.29236306513639865,0.2253,0.29263325104120885,0.2356,0.29360401995809515,0.2271,0.29369731717606773,0.2511,0.292771737194655,0.3332,0.29339690499337157,0.3136,0.2926968317348859,0.3295,0.29244980281664756
9,0.2494,0.28530461196880785,0.2164,0.2848983568672556,0.2144,0.28478429339686406,0.2237,0.28529898485960437,0.2386,0.28546160450589375,0.2211,0.28578314266435334,0.2253,0.2860377409068169,0.2356,0.2862347975877346,0.2271,0.2871148011452751,0.2511,0.28715975288089246,0.3332,0.2861541334658104,0.3136,0.2867616300007503,0.3295,0.2860187412823725,0.3141,0.28570075469344736
10,0.2164,0.248434839856904,0.2144,0.24823821366529447,0.2237,0.2483410058988142,0.2386,0.24903501258025645,0.2211,0.24940246092531598,0.2253,0.24992054601110286,0.2356,0.2504043435249827,0.2271,0.25087176213067724,0.2511,0.25194499812581345,0.3332,0.2521932136072195,0.3136,0.25134440266204766,0.3295,0.2522111659557908,0.3141,0.2516703101494699,0.2852,0.25154425482408843
11,0.2144,0.21528192606158555,0.2237,0.21492811335586012,0.2386,0.21489285855088966,0.2211,0.21544028146193014,0.2253,0.21568584185909132,0.2356,0.2160808609321306,0.2271,0.21645796255209135,0.2511,0.2167614162305894,0.3332,0.21768543979735697,0.3136,0.21780956066388754,0.3295,0.21681830678310363,0.3141,0.2175759125518438,0.2852,0.2169258376368147,0.2896,0.21665748888219824
12,0.2237,0.21329559717848898,0.2386,0.21296027337955312,0.2211,0.21293603455630947,0.2253,0.21348768631212298,0.2356,0.2137839307971939,0.2271,0.21420964163478348,0.2511,0.21461086762353662,0.3332,0.2149200622654229,0.3136,0.2158777140277147,0.3295,0.2160148729591805,0.3141,0.2150267664830375,0.2852,0.21578835487814504,0.2896,0.21518667817797396,0.3057,0.21493847995513934
