,t+1 actual,t+1 predicted,t+2 actual,t+2 predicted,t+3 actual,t+3 predicted,t+4 actual,t+4 predicted,t+5 actual,t+5 predicted,t+6 actual,t+6 predicted,t+7 actual,t+7 predicted,t+8 actual,t+8 predicted,t+9 actual,t+9 predicted,t+10 actual,t+10 predicted,t+11 actual,t+11 predicted,t+12 actual,t+12 predicted,t+13 actual,t+13 predicted,t+14 actual,t+14 predicted
8,0.00453,0.004472845789595085,0.0045499999999999985,0.004477979838528627,0.004449999999999997,0.004488111011058863,0.004599999999999999,0.004526226507922474,0.004669999999999998,0.004532461100469591,0.005429999999999999,0.0045219826819527225,0.01108,0.004515287518560144,0.010149999999999998,0.004541517140213473,0.009629999999999996,0.004544923008469341,0.010009999999999995,0.004540834281814314,0.010279999999999992,0.004544638960995799,0.009849999999999992,0.004552736850799847,0.009919999999999991,0.00455529715273653,0.010209999999999992,0.004552385245377736
9,0.0045499999999999985,0.004532762976237136,0.004449999999999997,0.004537628971616214,0.004599999999999999,0.0045475858003785835,0.004669999999999998,0.0045856511731701905,0.005429999999999999,0.004591349659517873,0.01108,0.00458035256890551,0.010149999999999998,0.004573058099436166,0.009629999999999996,0.004599839084062551,0.010009999999999995,0.004602898444386738,0.010279999999999992,0.004599088667487449,0.009849999999999992,0.0046026143969131956,0.009919999999999991,0.004610287324408346,0.010209999999999992,0.004612897750189659,0.009949999999999994,0.0046100054565388566
10,0.004449999999999999,0.0045529286027256605,0.004600000000000001,0.004557820749715393,0.00467,0.004567768860971046,0.005430000000000001,0.004606078313036778,0.011080000000000001,0.004612016521724218,0.01015,0.004600908286311824,0.009629999999999998,0.004593631250946419,0.010009999999999996,0.004620292373266057,0.010279999999999994,0.004623273278985653,0.009849999999999994,0.004619317489533205,0.009919999999999993,0.004622860653517637,0.010209999999999993,0.004630472560739509,0.009949999999999995,0.00463298491820824,0.008249999999999993,0.004630334526273873
11,0.004600000000000002,0.0044526126049306185,0.0046700000000000005,0.004457496034868382,0.005430000000000002,0.004467415815364075,0.011080000000000003,0.004505370044265146,0.010150000000000001,0.004511591561006935,0.00963,0.0045010128943460586,0.010009999999999998,0.004494498612169264,0.010279999999999996,0.004521194602696778,0.009849999999999996,0.004524790069675146,0.009919999999999995,0.004521187325829669,0.010209999999999995,0.004525044308232464,0.009949999999999997,0.0045327194148769194,0.008249999999999995,0.004535273178910938,0.007949999999999995,0.004532228334576939
12,0.004669999999999999,0.0046032947243653324,0.00543,0.0046083328843629714,0.01108,0.004618385602061244,0.010149999999999998,0.004657133092241202,0.009629999999999996,0.004662641979866385,0.010009999999999995,0.004651015072358496,0.010279999999999992,0.004642870678271356,0.009849999999999992,0.004669557952201649,0.009919999999999991,0.004671688933076075,0.010209999999999992,0.004667499958731787,0.009949999999999994,0.004670650849465892,0.008249999999999992,0.004678408769240923,0.007949999999999992,0.004680936381664287,0.00848999999999999,0.00467864339409025
13,0.005430000000000001,0.004673181400870744,0.011080000000000001,0.004678250070777649,0.01015,0.004688446622334522,0.009629999999999998,0.004726967466434798,0.010009999999999996,0.004732814144484946,0.010279999999999994,0.0047215010553954195,0.009849999999999994,0.004713905843313041,0.009919999999999993,0.0047402248173638506,0.010209999999999993,0.004742863573905124,0.009949999999999995,0.004738393470655792,0.008249999999999993,0.0047417906218596905,0.007949999999999994,0.004749644430570624,0.008489999999999994,0.0047521023056687406,0.009319999999999995,0.004749754835724088
14,0.01108,0.005435295316441334,0.010149999999999998,0.005440887017197092,0.009629999999999996,0.0054516327507587265,0.010009999999999995,0.005492446212723444,0.010279999999999992,0.005496688930019154,0.009849999999999992,0.005482475199481705,0.009919999999999991,0.005470510502003599,0.010209999999999992,0.0054964480994601035,0.009949999999999994,0.005494959271526277,0.008249999999999992,0.005488394865732225,0.007949999999999992,0.005489808858509314,0.00848999999999999,0.005498115960289106,0.009319999999999991,0.005500421284704025,0.00933999999999999,0.00550052770060767
15,0.010149999999999998,0.011097791393474908,0.009629999999999996,0.011102759815692552,0.010009999999999995,0.01111682243550429,0.010279999999999992,0.011170240941062802,0.009849999999999992,0.011162344986367388,0.009919999999999991,0.011129214975661016,0.010209999999999992,0.01108882791391632,0.009949999999999994,0.011114201073503936,0.008249999999999992,0.011084584086127579,0.007949999999999992,0.011065763326549204,0.00848999999999999,0.011054672526150243,0.009319999999999991,0.011065115337949537,0.00933999999999999,0.011067087230238103,0.009279999999999991,0.011082485757704562
16,0.009629999999999998,0.010154783182248502,0.010009999999999996,0.010159899796623358,0.010279999999999994,0.010172312690362013,0.009849999999999994,0.010209730812154157,0.009919999999999993,0.010220613841216981,0.010209999999999993,0.010212295103361975,0.009949999999999995,0.010210899985214746,0.008249999999999993,0.010230417379535901,0.007949999999999994,0.010238574110009176,0.008489999999999994,0.010226777217941525,0.009319999999999995,0.010233591502857416,0.009339999999999994,0.010244156355203267,0.009279999999999995,0.010244964504000927,0.009109999999999995,0.01024434739399694
17,0.010009999999999998,0.009631095815719054,0.010279999999999996,0.009635308023105499,0.009849999999999996,0.009643436422818813,0.009919999999999995,0.009679721310574568,0.010209999999999995,0.009688263776850253,0.009949999999999997,0.009681176340207348,0.008249999999999995,0.009678438776389048,0.007949999999999995,0.009706259284355728,0.008489999999999994,0.009713195609818176,0.009319999999999995,0.0097128530909871,0.009339999999999994,0.00971898525669565,0.009279999999999995,0.009727050457441128,0.009109999999999995,0.009730436711989005,0.009159999999999996,0.009724626342331594
18,0.010279999999999997,0.010013000519427587,0.009849999999999998,0.010017284643743333,0.009919999999999997,0.010026465643511765,0.010209999999999997,0.010065152113873191,0.009949999999999999,0.010069545202930167,0.008249999999999997,0.010056800317250017,0.007949999999999997,0.010047309118852136,0.008489999999999998,0.010075883661591215,0.009319999999999998,0.010077171255295761,0.009339999999999998,0.010074581883634673,0.009279999999999998,0.010077325246391192,0.009109999999999998,0.010084093766443184,0.00916,0.010087068134260116,0.009180000000000002,0.010084478762599028
